label,message,message_encoded,len_message
1,win value vodafone customer computer pick win å150 prize collect easy 09061743386,"[33, 448, 116, 572, 73, 33, 290, 69, 237, 215]",10
0,miss toopray inshah allah,[44],1
0,pls help tell ashley find number oh,"[59, 119, 21, 71, 62, 53]",6
0,escape theatre   watch kavalan minute,"[103, 140]",2
0,sthis increase chance win,"[184, 33]",2
0,way work   ltgt   year old hope bother,"[66, 38, 11, 92, 393, 46, 877]",7
0,maybe find instead,"[257, 71]",2
0,gain right wifedont demand iti try husband toolet,"[70, 48]",2
0,like new house,"[14, 37, 212]",3
0,m fine hope,"[2, 155, 46]",3
0,north carolina texas atm gre site pay test result send,"[147, 304, 818, 13]",4
0,u,[1],1
0,yes baby need stretch open pussy,"[75, 250, 23, 411]",4
0,thank     bomb date phone want,"[65, 195, 36, 15]",4
0,ok,[10],1
0,hey guy know breathe neck bud d able half track usf tonight,"[55, 113, 8, 30, 307, 196, 667, 114]",8
0,response d powerful weapon 2 occupy place heart   response 2 care 4 u gud nightswt dreamstake care,"[30, 3, 110, 169, 3, 90, 7, 1, 111, 90]",10
0,nokia phone lovly,"[104, 36]",2
1,free messagethank auction subscription service 18   150pmsgrcvd 2 skip auction txt 2 unsubscribe txt stop customercare 08718726270,"[12, 461, 88, 175, 3, 461, 24, 3, 418, 24, 28]",11
1,bore housewife chat n date 08717507711 btnational rate 10pmin landline,"[695, 118, 35, 195, 247, 764, 211]",7
0,sorry datoday come playi drive clas,"[31, 5, 185]",3
0,m sorry light hair fire,"[2, 31, 488, 328]",4
0,oh shit think trip loooooool   sense   grin sofa reference   sleep couch link send   trip   oh   babe celebration rent,"[53, 217, 22, 346, 987, 660, 941, 813, 84, 670, 13, 346, 53, 81, 696]",15
0,okey dokey swashbuckling stuff oh,"[154, 53]",2
0,watch cartoon listen music amp eve temple amp church u,"[103, 442, 351, 80, 420, 80, 1]",7
0,1 tension face 2 smile face 3 waste face 4 innocent face 5terror face 6cruel face 7romantic face 8lovable face 9decent face   ltgt joker face,"[79, 275, 3, 100, 275, 94, 789, 275, 7, 275, 275, 275, 275, 275, 275, 11, 275]",17
0,dip cell dead m come u respond shall come,"[884, 2, 5, 1, 905, 270, 5]",7
0,know mean texte,"[8, 117, 778]",3
0,hi dis yijue happy work wif ì gek1510,"[41, 267, 60, 38, 289, 45]",6
0,lol oop sorry fun,"[95, 953, 31, 243]",4
0,wat happen cruise thing,"[58, 144, 51]",3
0,know dat feelin pete wuld em   nuther place nuther time mayb,"[8, 181, 738, 754, 110, 18, 604]",7
1,lyricalladie21f invite friend reply yes910 no910 wwwsmsacuhmmross stop send stop frnd 62468,"[359, 63, 29, 28, 13, 28, 266, 970]",8
0,world happy frnd character dey good understanding difference,"[205, 60, 266, 9]",4
1,1 polyphonic tone 4 ur mob week txt pt2 87575 1st tone free   txtin tell ur friend 150ptone 16 reply hl 4info,"[79, 96, 7, 4, 312, 39, 24, 200, 96, 12, 21, 4, 63, 131, 29]",15
0,yeah open chat click friend list list easy pie,"[76, 411, 118, 950, 63, 851, 851, 215]",8
0,alright tyler minor crisis home soon think asap,"[343, 26, 112, 22, 762]",5
0,whenwhere pick,[73],1
0,usual u ard 10 smth,"[986, 1, 371, 491, 469]",5
0,new theory argument win d situation lose person argue ur friend     kick amp m correct,"[37, 33, 30, 719, 187, 139, 4, 63, 734, 80, 2, 621]",12
0,thing antibiotic chest abdoman gynae infection bone infection,[51],1
0,poor girl day lmao,"[761, 142, 16]",3
0,6time,[],0
1,today vodafone number end 4882 select receive å350 award number match 09064019014 receive å350 award,"[25, 62, 106, 254, 158, 601, 107, 62, 394, 158, 601, 107]",12
0,pls note s expose find school vomit dog cat house let know later,"[59, 6, 71, 272, 429, 212, 72, 8, 40]",9
0,japanese proverb u itu indian version let itleave finally kerala version stop strike,"[1, 72, 511, 28]",4
0,sound like lot time spend chastity device boy   grin   beating like good dog lounge nice long bath,"[285, 14, 133, 18, 363, 213, 660, 14, 9, 429, 120, 143, 678]",13
0,bad use half way stop complete,"[192, 160, 196, 66, 28, 631]",6
0,miserable tell u effect birth control massive gut wrench cramp 2 month sleep night,"[21, 1, 3, 171, 84, 47]",6
0,send new number,"[13, 37, 62]",3
0,convey regard,[845],1
1,want late video handset 750 anytime network min half price line rental reply 08000930705 delivery tomorrow,"[15, 68, 249, 436, 485, 244, 77, 196, 314, 157, 644, 29, 473, 361, 74]",15
0,2 half year miss friendship,"[3, 196, 92, 44, 365]",5
0,pick phone right pls send message,"[73, 36, 70, 59, 13, 61]",6
0,oh fuck sake s like tallahassee,"[53, 242, 6, 14]",4
0,haha person ask,"[149, 139, 42]",3
1,ou guarantee late nokia phone 40 gb ipod mp3 player å500 prize txt word collect 83355 ibhltd ldnw15h 150pmtmsgrcvd18,"[138, 68, 104, 36, 822, 646, 378, 421, 69, 24, 122, 237]",12
0,taka lor wat time u wan 2 come n look 4,"[27, 58, 18, 1, 126, 3, 5, 35, 97, 7]",10
1,free polyphonic ringtone text super 87131 free poly tone week 16 sn pobox202 nr31 7zs subscription 450pw,"[12, 256, 20, 12, 441, 96, 39, 131]",8
0,m reach 2 stop,"[2, 141, 3, 28]",4
0,mean post write like time ve ritten stuff let sit feel time angry leave hit send stop check phone car sleep bore time clean fold laundry etc bed,"[117, 295, 662, 14, 18, 67, 154, 72, 191, 64, 18, 435, 54, 504, 13, 28, 128, 36, 165, 84, 695, 18, 699, 567, 246]",25
1,warner village 83118 c colin farrell swat wkend warner village   1 free med popcornjust msgticketkioskvalid 4712 c tc kiosk reply sony 4 mre film offer,"[85, 79, 12, 771, 85, 342, 29, 784, 7, 608, 152]",11
0,come online today night,"[5, 369, 25, 47]",4
0,special,[162],1
0,m solihull   want,"[2, 15]",2
0,good day,"[9, 16]",2
0,regret inform u nhs mistakeu actually bornplease report 2 yor local hospital 2b terminatedwe r sorry 4 inconvenience,"[875, 1, 251, 3, 619, 32, 31, 7]",8
0,love holiday monday feel dentist hour,"[19, 167, 749, 64, 135]",5
0,way tirupur,[66],1
1,goal arsenal 4 henry 7 v liverpool 2 henry score simple shot 6 yard pass bergkamp arsenal 2 goal margin 78 min,"[7, 263, 132, 3, 403, 226, 474, 3, 77]",9
0,ve flaky parent itsnot suppose child job support parentnot ride age m suppose support ve hurt unintentional hurt nonetheless,"[67, 460, 553, 718, 163, 657, 430, 2, 553, 657, 67, 236, 236]",13
0,hooch walk toaday fall splat graze knee stay home tomorrow,"[259, 499, 214, 26, 74]",5
0,drop em omw,"[340, 754]",2
1,2nd time try 2 contact u u win 750 pound prize 2 claim easy 08712101358 10p min btnationalrate,"[265, 18, 48, 3, 93, 1, 1, 33, 436, 278, 69, 3, 49, 215, 546, 77, 937]",17
0,sit mu wait suite shower,"[191, 538, 50, 571]",4
0,facebook huh,"[901, 400]",2
0,g answer text confirmdeny,"[216, 248, 20]",3
0,common hearin r u wat r u ur day let ask u different u smile today gud evng,"[32, 1, 58, 32, 1, 4, 16, 72, 42, 1, 747, 1, 100, 25, 111]",15
0,hi dear urgnt know s problem want work problem tell wate reply,"[41, 57, 8, 6, 188, 15, 38, 188, 21, 29]",10
0,oh yah cancel leh haha,"[53, 706, 274, 149]",4
0,4 e normal pilate intro,"[7, 78, 803]",3
0,ok let u noe leave house,"[10, 72, 1, 397, 54, 212]",6
0,oh yes like torture watch england,"[53, 75, 14, 103, 717]",5
0,wanna art d,"[197, 30]",2
0,hope wasnût piss remember sister,"[46, 228, 438]",3
1,2 wrc rally oz u lucozade energy text rally le 61200 25p pack lucozadecoukwrc   itcould u,"[3, 1, 768, 20, 913, 1]",6
1,hi sexychat girl wait text text great night chatting send stop stop service,"[41, 142, 50, 20, 20, 52, 47, 13, 28, 28, 88]",11
0,good morning boytoy s yummy lip   s sexy bun     think   crave   need,"[9, 86, 482, 6, 6, 280, 22, 618, 23]",9
0,match startedindia   ltgt   2,"[394, 11, 3]",3
0,free sir,"[12, 224]",2
0,hey want buy,"[55, 15, 87]",3
0,hey babe s   figure new year,"[55, 81, 6, 583, 37, 92]",6
0,kkcongratulation,[],0
0,g want know fuck,"[216, 15, 8, 242]",4
0,cancel yeah baby sound important understand darlin ring later fone love kate x,"[706, 76, 250, 285, 309, 532, 545, 405, 40, 487, 19, 680, 136]",13
0,tomarrow want got court   ltdecimalgt   come bus stand 9,"[15, 349, 5, 255, 673, 235]",6
0,ìï home liao ask dad pick 6,"[134, 26, 225, 42, 271, 73, 226]",7
0,omg wedding chapel frontierville good stuff,"[921, 9, 154]",3
0,m eatin lor goin work soon e mountain deer huh watch b4 liao nice,"[2, 965, 27, 387, 38, 112, 78, 400, 103, 561, 225, 120]",12
0,check maili mail varma copy membershiptake careinsha allah,"[128, 293, 669]",3
0,wrong phone phone answer assume people,"[563, 36, 36, 248, 137]",5
0,think secure lemme know want drive south chill,"[22, 892, 8, 15, 185, 934]",6
0,m home probably,"[2, 26, 240]",3
1,great news freefone 08006344447 claim guarantee å1000 cash å2000 gift speak live operator,"[52, 449, 49, 138, 221, 91, 258, 287, 159, 129, 506]",11
1,hi amy send free phone number couple day access adult party,"[41, 13, 12, 36, 62, 589, 16, 808, 533]",9
0,bus way calicut,"[255, 66]",2
0,hi probably fun message think d txt u cos m bored james fart night,"[41, 240, 243, 61, 22, 30, 24, 1, 89, 2, 606, 47]",12
0,hi baby m sit bloody bus mo home 730 wanna somethin later later ortxt jess xx,"[41, 250, 2, 191, 255, 927, 26, 197, 40, 40, 623]",11
1,welcome select o2 service add benefit specially train advisor free mobile dial 402,"[492, 254, 88, 497, 780, 598, 12, 34]",8
0,lose 4 pound doc visit week woot woot m celebrate stuff face,"[187, 7, 278, 494, 39, 2, 154, 275]",8
0,u come 4 dinner rite dad ask confirm wif u,"[1, 5, 7, 220, 422, 271, 42, 566, 289, 1]",10
0,master buy bb cos sale s bf,"[87, 848, 89, 839, 6]",5
0,ahhhhjust wake uphad bad dream u thoso like u right   know comedy night guess m,"[177, 192, 281, 1, 14, 1, 70, 8, 47, 180, 2]",11
0,m viveki number,"[2, 62]",2
0,u lunch,"[1, 161]",2
0,mean leave early check cos m work 96,"[117, 54, 150, 128, 89, 2, 38]",7
0,want   ltgt   rs dado,"[15, 11, 731]",3
0,bit ur smile hppnss drop ur tear sorrow ur heart life heart like wil care u forevr goodfriend,"[156, 4, 100, 340, 4, 856, 4, 169, 83, 169, 14, 416, 90, 1]",14
0,yup ok,"[172, 10]",2
0,want pretty pussy,"[15, 527]",2
1,dear voucher holder meal use following link pc 2 enjoy 2 4 1 dining experiencehttpwwwvouch4mecometlpdiningasp,"[57, 204, 160, 670, 914, 3, 170, 3, 7, 79]",10
0,people game m mall iouri kaila,"[137, 232, 2]",3
1,urgent try contact u today draw win å2000 prize guarantee 09058094507 land line claim 3030 valid 12hrs,"[109, 48, 93, 1, 25, 166, 33, 258, 69, 138, 401, 157, 49, 904, 341, 453]",16
1,donate å250 unicefs asian tsunami disaster support fund texting donate 864233 å250 add bill,"[490, 657, 490, 497, 515]",5
0,future plan tomorrow result today good present enjoy future,"[912, 123, 74, 818, 25, 9, 911, 170, 912]",9
0,cme want hos 2morow wil cme dear time,"[15, 416, 57, 18]",4
0,suppose meet discuss abt trip think xuhui tell afternoon think lesson,"[553, 56, 973, 302, 346, 22, 21, 279, 22, 299]",10
0,hey come online use msn,"[55, 5, 369, 160]",4
0,m fine hope good care,"[2, 155, 46, 9, 90]",5
0,oops shower u hey parking garage collapse university hospital m crazy stuff like happen,"[571, 1, 55, 619, 2, 447, 154, 14, 144]",9
0,aiyo u poor thing u dun wan 2 eat u bathe,"[1, 761, 51, 1, 125, 126, 3, 130, 1, 543]",10
0,yar tot u know dis happen long ago,"[597, 383, 1, 8, 267, 144, 143, 641]",8
0,gorgeous pix cumme   thank,[65],1
0,boy late 2 home father power frndship,"[213, 68, 3, 26, 665, 896]",6
0,jade paul y didnåõt u txt u remember barmed want 2 talk 2 u txt,"[148, 1, 24, 1, 228, 15, 3, 115, 3, 1, 24]",11
0,spend new year brother family let plan meet week ready spoil,"[363, 37, 92, 390, 386, 72, 123, 56, 39, 186]",10
0,u today,"[1, 25]",2
0,okay sorry,"[303, 31]",2
0,sleep thinkthis time   ltgt   pm dangerous,"[84, 18, 11, 332]",4
0,networking job,[163],1
1,goldvike 29 m invite friend reply yes762 no762 wwwsmsacugoldvike stop send stop frnd 62468,"[2, 359, 63, 29, 28, 13, 28, 266, 970]",9
0,let study stress l8r,"[72, 412]",2
0,s y u haf 2 busy,"[6, 148, 1, 348, 3, 409]",6
0,rushing m work m school rush hungry,"[2, 38, 2, 272, 536]",5
0,channel,[],0
0,tell coulda real valentine u pick,"[21, 209, 439, 1, 73]",5
1,phony å350 award   today voda number end xxxx select receive å350 award match 08712300220 quote claim code 3100 standard rate app,"[601, 107, 25, 62, 106, 254, 158, 601, 107, 394, 724, 49, 264, 247, 782]",15
0,eta taunton 1230 plan hope thatûs okday good xx,"[123, 46, 9, 623]",4
0,m hungry buy smth home,"[2, 536, 87, 469, 26]",5
0,hey kate   hope ur ok u buz wedlunch outsomewhere 4 adrink towncud 2watershd 4 bit ppl fromwrk bthere love petexxx,"[55, 680, 46, 4, 10, 1, 7, 7, 156, 19]",10
0,drive read need write,"[185, 294, 23, 662]",4
0,look addie monday suck,"[97, 749, 952]",3
0,happy new year hope good semester,"[60, 37, 92, 46, 9, 633]",6
0,esplanade lor,[27],1
0,talk,[115],1
0,hmph head big baller,"[364, 168]",2
0,like actually punto woulda bad,"[14, 251, 192]",3
0,nope ayo travel forget guy,"[524, 925, 173, 113]",4
0,look pick later,"[97, 73, 40]",3
1,cd 4u congratulation ur award å500 cd gift voucher å125 gift guarantee   freeentry 2 å100 wkly draw xt music 87066 tnc wwwldewcom1win150ppmx3age16,"[578, 894, 516, 4, 107, 421, 578, 287, 204, 287, 138, 3, 367, 534, 166, 351, 579, 891]",18
0,s year   ltgt   toyota camry like mr olayiwolas mileage   ltgt kit clean need know sell raise dough soon land sell holla,"[6, 92, 11, 14, 630, 11, 699, 23, 8, 446, 112, 401, 446]",13
0,guess pub m m happy pig clover saying,"[180, 445, 2, 2, 60]",5
0,ill b soon,"[17, 108, 112]",3
0,oh k   come tomorrow,"[53, 98, 5, 74]",4
0,fool cheat ok,[10],1
0,mobile numberpls sm ur mail idconvey regard achanammarakheshqatar,"[34, 391, 4, 293]",4
0,way rencontre meet mountain,"[66, 56]",2
1,win guarantee å1000 cash å2000 prize claim yr prize customer service representative 08714712412 10am7pm cost 10p,"[33, 138, 221, 91, 258, 69, 49, 540, 69, 116, 88, 722, 189, 546]",14
0,u attend ur drive lesson time wk n day,"[1, 4, 185, 299, 18, 329, 35, 16]",8
0,uncle g check rewarding month,"[478, 216, 128, 171]",4
0,hello boytoy   geeee   m miss today like send tm remind m think   love   love kiss,"[146, 482, 2, 44, 25, 14, 13, 825, 2, 22, 19, 19, 218]",13
0,think need cash def ready 9,"[22, 23, 91, 186, 235]",5
0,hey galsu wanna meet 4 dinner nìâte,"[55, 197, 56, 7, 220]",5
1,dear 0776xxxxxxx uve invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs,"[57, 981, 359, 423, 338, 93, 1, 24, 118, 419, 745]",11
0,babe       talk   think   good boy miss love,"[81, 115, 22, 9, 213, 44, 19]",7
0,great office today,"[52, 322, 25]",3
0,cool little time soon,"[179, 269, 18, 112]",4
0,sad puppy noise,[389],1
0,yes possible dint try pls tell k,"[75, 926, 48, 59, 21, 98]",6
0,holla need excuse creep people sarasota,"[23, 770, 137]",3
0,happen,[144],1
0,ask lol think 7,"[42, 95, 22, 263]",4
1,ur cashbalance currently 500 pound   maximize ur cashin send 86688 150pmeg cc 08718720201 hgsuite3422land roww1j6hl,"[4, 997, 584, 320, 278, 998, 4, 999, 13, 419, 899]",11
1,private 2003 account statement 800 unredeemed sim point 08715203685 identifi code4xx26 expire 131004,"[410, 595, 176, 427, 596, 479, 688, 233, 428]",9
0,chase run s cross street,"[201, 6, 795]",3
1,d like tell deep darkest fantasy 09094646631 60pmin stop text 08712460324 nat rate,"[30, 14, 21, 682, 708, 28, 20, 247]",8
0,come friday leave pongaldo news work place,"[5, 507, 54, 449, 38, 110]",6
0,hey inconvenient sis huh,"[55, 456, 400]",3
0,ok vldo u know adsense approve,"[10, 1, 8]",3
0,good day dudette miss,"[9, 16, 44]",3
0,want perumbavoor,[15],1
0,time tell stage use laugh listen aha,"[18, 21, 160, 496, 442, 903]",6
1,believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18ptxt,"[395, 310, 29, 216, 864, 51, 183]",7
0,hear,[174],1
0,thank talk saturday dear cherish brother role model,"[65, 115, 472, 57, 390]",5
0,pls clarify open return ticket prepone kerala,"[59, 411, 518, 477]",4
1,natalie 20f invite friend reply yes165 no165 wwwsmsacunatalie2k9 stop send stop frnd 62468,"[359, 63, 29, 28, 13, 28, 266, 970]",8
0,run young man pretty baby,"[201, 127, 527, 250]",4
1,jamster free wallpaper text heart 88888 tc apply 16 need help 08701213186,"[12, 20, 169, 342, 234, 131, 23, 119]",8
0,o ic lol play 9 door yo,"[404, 95, 153, 235, 700, 202]",6
0,dunno dad come home 2 bring 4 lunch yup w u lor u reach school lor,"[261, 271, 5, 26, 3, 178, 7, 161, 172, 611, 1, 27, 1, 141, 272, 27]",16
0,send jd customer service cum account executive ur mail d detail contact,"[13, 116, 88, 554, 176, 4, 293, 30, 296, 93]",10
0,desire u doctor 4 liver bit stylish ur hair manage s,"[1, 767, 7, 156, 4, 328, 6]",7
0,hmmmstill opener,[],0
0,yeah basically time week away mom amp 3,"[76, 18, 39, 324, 372, 80, 94]",7
0,edison rightly fool ask question wise man answer know speechless viva gm gn ge gnt,"[42, 230, 127, 248, 8, 798]",6
0,vote heart guide,[169],1
0,sis lor juz watch italian job,"[456, 27, 315, 103, 163]",5
0,tick tick tick     die loneliness know   pout stomp foot need,"[415, 8, 23]",3
0,lmao know,[8],1
1,double min   double txt   12 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optoutlf56,"[345, 77, 345, 24, 535, 314, 68, 262, 812, 34, 489, 68, 152, 520]",14
0,train northampton m afraid m stay skyve today ho ho wednesday fancy comedy club week way,"[598, 2, 2, 214, 25, 828, 828, 938, 433, 398, 39, 66]",12
0,goodnight da thangam miss u dear,"[890, 43, 44, 1, 57]",5
0,hey sun 1030 s basic yoga course bugis pilate intro sat tell time r free,"[55, 495, 6, 993, 544, 944, 21, 18, 32, 12]",10
0,geeeee   internet bad today eh,"[192, 25, 614]",3
1,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt mobileupd8 08001950382 call2optout674,"[12, 249, 206, 36, 196, 314, 157, 644, 535, 320, 77, 465, 24, 489]",14
0,think disturb da,"[22, 685, 43]",3
0,sorry ill   later meeting sir,"[31, 17, 40, 362, 224]",5
0,stick orchard dad car 4 dinner u leh r free tonight,"[679, 271, 165, 7, 220, 1, 274, 32, 12, 114]",10
0,ok wan 2 watch e 9 pm,"[10, 126, 3, 103, 78, 235, 332]",7
0,dunno lei like dun haf,"[261, 356, 14, 125, 348]",5
0,brother transfer   ltgt     ltgt   pa,"[390, 11, 11, 245]",4
0,later afternoon onword mtnl service problem south mumbai hear cannt listen,"[40, 279, 88, 188, 934, 174, 442]",7
1,83039 62735å450 uk break accommodationvoucher term   condition apply 2 claim mustprovide claim number 15541,"[471, 333, 555, 234, 3, 49, 49, 62]",8
0,talk g x,"[115, 216, 136]",3
0,hai dear friend new amp present number rajitha raj ranju,"[57, 63, 37, 80, 911, 62]",6
1,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys ze 08701417012 profit 2 charity,"[7, 923, 718, 23, 476, 4, 312, 21, 4, 24, 96, 835, 388, 441, 835, 3, 835]",17
0,different style,"[747, 748]",2
1,win å200 shopping spree week start 2 play text store 88039 skilgme tscs08714740323 1winawk age16 å150perweeksub,"[33, 802, 458, 39, 101, 3, 153, 20, 652]",9
0,gud ni8 dearslp welltake careswt dreamsmuah,"[111, 541]",2
0,want sent   ltgt mesage today s y sorry hurt,"[15, 11, 25, 6, 148, 31, 236]",7
1,2nd attempt contract u win week prize å1000 cash å200 prize 09066361921,"[265, 338, 1, 33, 39, 69, 221, 91, 802, 69]",10
0,m glad find totally disagreeable   lol,"[2, 757, 71, 95]",4
0,guy flash madam care oh,"[113, 90, 53]",3
1,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile   100 free text   free camcorder reply 08000930705,"[15, 37, 104, 370, 36, 12, 140, 34, 465, 12, 20, 12, 500, 29, 473]",15
0,mark work tomorrow 5 work house meet u,"[775, 38, 74, 164, 38, 212, 56, 1]",8
0,ur problem ur heart   bcoz fight u u amp u fight ur self amp win battle vivekanand g 9 t sd,"[4, 188, 4, 169, 634, 592, 1, 1, 80, 1, 592, 4, 823, 80, 33, 216, 235, 355]",18
0,yeah ve minute,"[76, 67, 140]",3
0,hi babe uawakefeellikw shitjustfound aletter thatmum gotmarrie 4thnovbehind ourback åð fuckinniceselfish deviousbitchanyway iåõl u,"[41, 81, 1]",3
0,amazing   rearrange letter meaning dormitory   dirty room astronomer   moon starer eye   election result   lie let recount motherinlaw   woman hitler plus plus amazing,"[866, 193, 923, 651, 818, 964, 72, 897, 325, 325]",10
0,aiya discuss later lar pick ì 4,"[973, 40, 194, 73, 45, 7]",6
0,hey happy birthday,"[55, 60, 210]",3
0,sorry miss,"[31, 44]",2
0,omg thing cat worm   bad day end,"[921, 51, 192, 16, 106]",5
0,good morning m suffer fever dysentry able come office today,"[9, 86, 2, 307, 5, 322, 25]",7
0,de,[323],1
0,type stuff sing,"[480, 154]",2
0,st andre virgils cream,[586],1
0,check room befor activity,"[128, 193]",2
0,fri ah okie lorgoin 4 drivin den shoppin tt,"[526, 268, 399, 7, 252]",5
0,gokila talk aha,"[115, 903]",2
0,hi shanilrakhesh herethanksi exchange uncut diamond stuffleave excellent service dino prem,"[41, 88]",2
0,kkthis month kotee birthday know,"[171, 210, 8]",3
0,m break oh small   ltgt,"[2, 333, 53, 639, 11]",5
0,sorry mate phone write love kate,"[31, 277, 36, 662, 19, 680]",6
1,themobhit link premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaperall 4 free,"[670, 232, 37, 79, 447, 7, 12]",7
0,ah confuse thing think friend maybe wrong thing sort invite tho come cos money,"[268, 51, 22, 63, 257, 563, 51, 457, 359, 450, 5, 89, 121]",13
0,aight close,"[239, 301]",2
0,nope s fine nap tho,"[524, 6, 155, 450]",4
1,msg mobile content order resent previous attempt fail network error query customersqueriesnetvisionukcom,"[82, 34, 432, 318, 338, 244]",6
0,news hassle weed week andre money haughaighgtujhyguj,"[449, 740, 39, 121]",4
0,boy love gal propsd bt mind gv lv lttrs bt frnd throw thm d boy decide 2 aproach d gal   dt time truck speed d gal wn 2 hit d girld boy run like hell n save ask hw cn u run fast d boy reply boost d secret energy n instantly d girl shout energy n thy live happily 2gthr drinking boost evrydy moral d story hv free msgsd gud ni8,"[213, 19, 562, 305, 183, 305, 266, 797, 30, 213, 292, 3, 30, 562, 18, 30, 562, 3, 504, 30, 213, 201, 14, 629, 35, 502, 42, 1, 201, 385, 30, 213, 29, 30, 484, 768, 35, 30, 142, 768, 35, 129, 30, 379, 12, 111, 541]",47
0,wnt buy bmw car urgentlyit vry urgentbut hv shortage   ltgt lacsthere source arng dis amt ltgt lacsthat prob,"[87, 165, 11, 267, 11, 426]",6
0,de ya break fassyole blacko londn,"[323, 124, 333]",3
0,need 2 kiss u miss u baby ur baby 4eva,"[23, 3, 218, 1, 44, 1, 250, 4, 250]",9
0,sign maturity start big thing actually start understand small thing nice evening bslvyl,"[732, 101, 168, 51, 251, 101, 532, 639, 51, 120, 273, 582]",12
0,oh responsibility,[53],1
1,1 new message 08715205273,"[79, 37, 61]",3
0,ve reach sch,"[67, 141, 366]",3
1,december mobile 11mth entitle update late colour camera mobile free mobile update vco free 08002986906,"[34, 805, 858, 326, 68, 370, 206, 34, 12, 34, 326, 12]",12
0,u definitely need module e humanity dis sem izzit u wan 2 module 1st,"[1, 985, 23, 78, 267, 1, 126, 3, 200]",9
0,argh fuck town,"[242, 297]",2
1,3 lion england tone reply lionm 4 mono lionp 4 poly 4 2 wwwringtonescouk original n good tone 3gbp network operator rate apply,"[94, 717, 96, 29, 7, 7, 441, 7, 3, 35, 9, 96, 244, 506, 247, 234]",16
0,thank fill complete calm reassurance,"[65, 656, 631]",3
0,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeane,[],0
0,drive train,"[185, 598]",2
0,lol real tell dad cancer,"[95, 209, 21, 271]",4
1,private 2003 account statement 078,"[410, 595, 176, 427]",4
0,oops   ltgt,[11],1
0,enufcredeit tocallshall ileave uni 6 bus yor house,"[226, 255, 212]",3
0,hi chikku send nice msgs,"[41, 642, 13, 120, 574]",5
0,impossible argue treat like sub like release   remind necessary,"[407, 14, 594, 14, 825]",5
0,work ah den 6 plus lor u workin oso rite den orchard lor place liao,"[38, 268, 252, 226, 325, 27, 1, 909, 350, 422, 252, 679, 27, 110, 225]",15
0,wonderful okor great month cherish guy wish day mojibiola,"[467, 52, 171, 113, 102, 16]",6
0,cuz ibored don wanna study,"[962, 705, 197, 412]",4
0,wot d nite 3 til 9,"[336, 30, 380, 94, 319, 235]",6
0,rise redred bloodblood heartheart u u send tis ur friend include u like u 1u r poor relation 2u need 1 support 3u r frnd 2 4some1 luvs u 5 some1 pray god marry u try,"[799, 1, 1, 13, 4, 63, 958, 1, 14, 1, 32, 761, 23, 79, 657, 32, 266, 3, 1, 164, 728, 182, 647, 1, 48]",25
0,way,[66],1
0,suck ill u hair ll free right,"[952, 17, 1, 328, 317, 12, 70]",7
0,work time try add zero saving checking   ltgt,"[38, 18, 48, 497, 11]",5
0,hmm dunno leh mayb bag 4 goigng dat small ju perfume smth dat,"[694, 261, 274, 604, 922, 7, 181, 639, 690, 469, 181]",11
0,sday joinedso training start today,"[101, 25]",2
0,sorry   grocer,[31],1
0,nice pub near frankie n benny near warner cinema,"[120, 445, 751, 35, 751, 869]",6
1,ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10min,"[67, 33, 7, 725, 167, 392, 288, 311, 384, 342, 6]",11
0,yup want yoga book,"[172, 15, 993, 199]",4
0,oh shut omg yesterday dream 2 kid boy pissed kid boy tell mark dream change diaper cause m getting owe face,"[53, 921, 344, 281, 3, 557, 213, 557, 213, 21, 775, 281, 238, 376, 2, 275]",16
0,yeah imagine gentle unlike doc treat patient like turkey,"[76, 990, 407, 14]",4
1,free 1st week no1 nokia tone 4 ur mobile week txt nokia 8077 txting tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone,"[12, 200, 39, 832, 104, 96, 7, 4, 34, 39, 24, 104, 21, 4, 277, 833, 466, 131]",18
0,start stop pray good idea help guy ill forward link,"[101, 28, 728, 9, 702, 119, 113, 17, 643, 670]",10
0,hi darlin m helens fone m b prince 2 nite come tb love kate,"[41, 545, 2, 487, 2, 108, 3, 380, 5, 19, 680]",11
0,m office dawhere,"[2, 322]",2
0,aiyar u poor thing u support k jia ill think u,"[1, 761, 51, 1, 657, 98, 17, 22, 1]",9
0,oh unintentionally bad time great finger   train play min warning,"[53, 192, 18, 52, 908, 598, 153, 77]",8
1,garden ready summer free selection summer bulb seed worth å3350 scotsman saturday stop go2 notxtcouk,"[186, 758, 12, 758, 455, 472, 28]",7
0,kthen come wenever u lik come tel vikky come free time,"[5, 1, 5, 576, 5, 12, 18]",7
0,pls da happen,"[59, 43, 144]",3
