label,full_message,message_clean
0,I think the other two still need to get cash but we can def be ready by 9   ,think need cash def ready 9
0,Hey gals...U all wanna meet 4 dinner at nÌÂte?    ,hey galsu wanna meet 4 dinner nìâte
1,Dear 0776xxxxxxx U've been invited to XCHAT. This is our final attempt to contact u! Txt CHAT to 86688 150p/MsgrcvdHG/Suite342/2Lands/Row/W1J6HL LDN 18yrs   ,dear 0776xxxxxxx uve invite xchat final attempt contact u txt chat 86688 150pmsgrcvdhgsuite3422landsroww1j6hl ldn 18yrs
0,Babe ! What are you doing ? Where are you ? Who are you talking to ? Do you think of me ? Are you being a good boy? Are you missing me? Do you love me ?   ,babe       talk   think   good boy miss love
0,Great! How is the office today?   ,great office today
0,"It's cool, we can last a little while. Getting more any time soon?   ",cool little time soon
0,:-( sad puppy noise   ,sad puppy noise
0,Yes its possible but dint try. Pls dont tell to any one k   ,yes possible dint try pls tell k
0,Anyway holla at me whenever you're around because I need an excuse to go creep on people in sarasota   ,holla need excuse creep people sarasota
0,Where you. What happen   ,happen
0,I was gonna ask you lol but i think its at 7   ,ask lol think 7
1,Ur cash-balance is currently 500 pounds - to maximize ur cash-in now send GO to 86688 only 150p/meg. CC: 08718720201 HG/Suite342/2lands Row/W1j6HL   ,ur cashbalance currently 500 pound   maximize ur cashin send 86688 150pmeg cc 08718720201 hgsuite3422land roww1j6hl
1,PRIVATE! Your 2003 Account Statement for shows 800 un-redeemed S.I.M. points. Call 08715203685 Identifier Code:4xx26 Expires 13/10/04   ,private 2003 account statement 800 unredeemed sim point 08715203685 identifi code4xx26 expire 131004
0,Go chase after her and run her over while she's crossing the street   ,chase run s cross street
1,I'd like to tell you my deepest darkest fantasies. Call me 09094646631 just 60p/min. To stop texts call 08712460324 (nat rate)   ,d like tell deep darkest fantasy 09094646631 60pmin stop text 08712460324 nat rate
0,Is there coming friday is leave for pongal?do you get any news from your work place.   ,come friday leave pongaldo news work place
0,Hey... Very inconvenient for your sis a not huh?   ,hey inconvenient sis huh
0,Ok i vl..do u know i got adsense approved..   ,ok vldo u know adsense approve
0,"* Was really good to see you the other day dudette, been missing you!   ",good day dudette miss
0,I want to go to perumbavoor   ,want perumbavoor
0,How many times i told in the stage all use to laugh. You not listen aha.   ,time tell stage use laugh listen aha
1,You won't believe it but it's true. It's Incredible Txts! Reply G now to learn truly amazing things that will blow your mind. From O2FWD only 18p/txt   ,believe true incredible txts reply g learn truly amazing thing blow mind o2fwd 18ptxt
0,(You didn't hear it from me)   ,hear
0,Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.   ,thank talk saturday dear cherish brother role model
0,Pls clarify back if an open return ticket that i have can be preponed for me to go back to kerala.   ,pls clarify open return ticket prepone kerala
1,Natalie (20/F) is inviting you to be her friend. Reply YES-165 or NO-165 See her: www.SMS.ac/u/natalie2k9 STOP? Send STOP FRND to 62468   ,natalie 20f invite friend reply yes165 no165 wwwsmsacunatalie2k9 stop send stop frnd 62468
0,She ran off with a younger man. we will make pretty babies together :)   ,run young man pretty baby
1,Jamster! To get your free wallpaper text HEART to 88888 now! T&C apply. 16 only. Need Help? Call 08701213186.   ,jamster free wallpaper text heart 88888 tc apply 16 need help 08701213186
0,O ic lol. Should play 9 doors sometime yo   ,o ic lol play 9 door yo
0,"Dunno, my dad said he coming home 2 bring us out 4 lunch. Yup i go w u lor. I call u when i reach school lor...   ",dunno dad come home 2 bring 4 lunch yup w u lor u reach school lor
0,"We have sent JD for Customer Service cum Accounts Executive to ur mail id, For details contact us   ",send jd customer service cum account executive ur mail d detail contact
0,Desires- u going to doctor 4 liver. And get a bit stylish. Get ur hair managed. Thats it.   ,desire u doctor 4 liver bit stylish ur hair manage s
0,Hmmm.still we dont have opener?   ,hmmmstill opener
0,Yeah so basically any time next week you can get away from your mom &amp; get up before 3   ,yeah basically time week away mom amp 3
0,"Edison has rightly said, \A fool can ask more questions than a wise man can answer\"" Now you know why all of us are speechless during ViVa.. GM GN GE GNT:-)""",edison rightly fool ask question wise man answer know speechless viva gm gn ge gnt
0,I will vote for wherever my heart guides me   ,vote heart guide
0,With my sis lor... We juz watched italian job.   ,sis lor juz watch italian job
0,"Tick, tick, tick .... Where are you ? I could die of loneliness you know ! *pouts* *stomps feet* I need you ...   ",tick tick tick     die loneliness know   pout stomp foot need
0,Lmao you know me so well...   ,lmao know
1,Double Mins & Double Txt & 1/2 price Linerental on Latest Orange Bluetooth mobiles. Call MobileUpd8 for the very latest offers. 08000839402 or call2optout/LF56   ,double min   double txt   12 price linerental late orange bluetooth mobile mobileupd8 late offer 08000839402 call2optoutlf56
0,Am on a train back from northampton so i'm afraid not! I'm staying skyving off today ho ho! Will be around wednesday though. Do you fancy the comedy club this week by the way?   ,train northampton m afraid m stay skyve today ho ho wednesday fancy comedy club week way
0,Goodnight da thangam I really miss u dear.   ,goodnight da thangam miss u dear
0,Hey next sun 1030 there's a basic yoga course... at bugis... We can go for that... Pilates intro next sat.... Tell me what time you r free   ,hey sun 1030 s basic yoga course bugis pilate intro sat tell time r free
0,"Geeeee ... Your internet is really bad today, eh ?   ",geeeee   internet bad today eh
1,Free video camera phones with Half Price line rental for 12 mths and 500 cross ntwk mins 100 txts. Call MobileUpd8 08001950382 or Call2OptOut/674   ,free video camera phone half price line rental 12 mth 500 cross ntwk min 100 txt mobileupd8 08001950382 call2optout674
0,I think i am disturbing her da   ,think disturb da
0,"Sorry, I'll call you  later. I am in meeting sir.   ",sorry ill   later meeting sir
0,Havent stuck at orchard in my dad's car. Going 4 dinner now. U leh? So r they free tonight?   ,stick orchard dad car 4 dinner u leh r free tonight
0,Ok i also wan 2 watch e 9 pm show...   ,ok wan 2 watch e 9 pm
0,I dunno lei... Like dun haf...   ,dunno lei like dun haf
0,But your brother transfered only  &lt;#&gt;  +  &lt;#&gt; . Pa.   ,brother transfer   ltgt     ltgt   pa
0,I calls you later. Afternoon onwords mtnl service get problem in south mumbai. I can hear you but you cann't listen me.   ,later afternoon onword mtnl service problem south mumbai hear cannt listen
1,83039 62735=å£450 UK Break AccommodationVouchers terms & conditions apply. 2 claim you mustprovide your claim number which is 15541    ,83039 62735å450 uk break accommodationvoucher term   condition apply 2 claim mustprovide claim number 15541
0,Talk to g and x about that   ,talk g x
0,Hai dear friends... This is my new &amp; present number..:) By Rajitha Raj (Ranju)   ,hai dear friend new amp present number rajitha raj ranju
1,5p 4 alfie Moon's Children in need song on ur mob. Tell ur m8s. Txt Tone charity to 8007 for Nokias or Poly charity for polys: zed 08701417012 profit 2 charity.   ,5p 4 alfie moon child need song ur mob tell ur m8s txt tone charity 8007 nokias poly charity polys ze 08701417012 profit 2 charity
0,As in different styles?   ,different style
1,WIN a å£200 Shopping spree every WEEK Starting NOW. 2 play text STORE to 88039. SkilGme. TsCs08714740323 1Winawk! age16 å£1.50perweeksub.   ,win å200 shopping spree week start 2 play text store 88039 skilgme tscs08714740323 1winawk age16 å150perweeksub
0,Gud ni8 dear..slp well..take care..swt dreams..Muah..   ,gud ni8 dearslp welltake careswt dreamsmuah
0,I want to sent  &lt;#&gt; mesages today. Thats y. Sorry if i hurts   ,want sent   ltgt mesage today s y sorry hurt
1,"This is the 2nd attempt to contract U, you have won this weeks top prize of either å£1000 cash or å£200 prize. Just call 09066361921   ",2nd attempt contract u win week prize å1000 cash å200 prize 09066361921
0,"Well, i'm glad you didn't find it totally disagreeable ... Lol   ",m glad find totally disagreeable   lol
0,"Guy, no flash me now. If you go call me, call me. How madam. Take care oh.   ",guy flash madam care oh
1,Do you want a New Nokia 3510i colour phone DeliveredTomorrow? With 300 free minutes to any mobile + 100 free texts + Free Camcorder reply or call 08000930705.   ,want new nokia 3510i colour phone deliveredtomorrow 300 free minute mobile   100 free text   free camcorder reply 08000930705
0,Mark works tomorrow. He gets out at 5. His work is by your house so he can meet u afterwards.   ,mark work tomorrow 5 work house meet u
0,"\Keep ur problems in ur heart  b'coz nobody will fight for u. Only u &amp; u have to fight for ur self &amp; win the battle. -VIVEKANAND- G 9t.. SD..""  ",ur problem ur heart   bcoz fight u u amp u fight ur self amp win battle vivekanand g 9 t sd
0,"Yeah, give me a call if you've got a minute   ",yeah ve minute
0,"\HI BABE UAWAKE?FEELLIKW SHIT.JUSTFOUND OUT VIA ALETTER THATMUM GOTMARRIED 4thNOV.BEHIND OURBACKS åÐ FUCKINNICE!SELFISH DEVIOUSBITCH.ANYWAY IåÕL CALL U\"""" ",hi babe uawakefeellikw shitjustfound aletter thatmum gotmarrie 4thnovbehind ourback åð fuckinniceselfish deviousbitchanyway iåõl u
0,Amazing : If you rearrange these letters it gives the same meaning... Dormitory = Dirty room Astronomer = Moon starer The eyes = They see Election results = Lies lets recount Mother-in-law = Woman Hitler Eleven plus two =Twelve plus one Its Amazing... !:-)   ,amazing   rearrange letter meaning dormitory   dirty room astronomer   moon starer eye   election result   lie let recount motherinlaw   woman hitler plus plus amazing
0,Aiya we discuss later lar... Pick Ì_ up at 4 is it?   ,aiya discuss later lar pick ì 4
0,Hey happy birthday...   ,hey happy birthday
0,Sorry i missed your call. Can you please call back.   ,sorry miss
0,Omg if its not one thing its another. My cat has worms :/ when does this bad day end?   ,omg thing cat worm   bad day end
0,"Good morning, im suffering from fever and dysentry ..will not be able to come to office today.   ",good morning m suffer fever dysentry able come office today
0,I wont do anything de.   ,de
0,What type of stuff do you sing?   ,type stuff sing
0,"St andre, virgil's cream   ",st andre virgils cream
0,No no. I will check all rooms befor activities   ,check room befor activity
0,"My fri ah... Okie lor,goin 4 my drivin den go shoppin after tt...   ",fri ah okie lorgoin 4 drivin den shoppin tt
0,Gokila is talking with you aha:)   ,gokila talk aha
0,"Hi Shanil,Rakhesh here.thanks,i have exchanged the uncut diamond stuff.leaving back. Excellent service by Dino and Prem.   ",hi shanilrakhesh herethanksi exchange uncut diamond stuffleave excellent service dino prem
0,K.k.this month kotees birthday know?   ,kkthis month kotee birthday know
0,But i'm really really broke oh. No amount is too small even  &lt;#&gt;    ,m break oh small   ltgt
0,Sorry about that this is my mates phone and i didnt write it love Kate   ,sorry mate phone write love kate
1,"TheMob>Hit the link to get a premium Pink Panther game, the new no. 1 from Sugababes, a crazy Zebra animation or a badass Hoody wallpaper-all 4 FREE!   ",themobhit link premium pink panther game new 1 sugababes crazy zebra animation badass hoody wallpaperall 4 free
0,"Ah, well that confuses things, doesnt it? I thought was friends with now. Maybe i did the wrong thing but i already sort of invited -tho he may not come cos of money.   ",ah confuse thing think friend maybe wrong thing sort invite tho come cos money
0,"Aight, call me once you're close   ",aight close
0,Nope thats fine. I might have a nap tho!    ,nope s fine nap tho
1,This msg is for your mobile content order It has been resent as previous attempt failed due to network error Queries to customersqueries@netvision.uk.com   ,msg mobile content order resent previous attempt fail network error query customersqueriesnetvisionukcom
0,In other news after hassling me to get him weed for a week andres has no money. HAUGHAIGHGTUJHYGUJ   ,news hassle weed week andre money haughaighgtujhyguj
0,"A Boy loved a gal. He propsd bt she didnt mind. He gv lv lttrs, Bt her frnds threw thm. Again d boy decided 2 aproach d gal , dt time a truck was speeding towards d gal. Wn it was about 2 hit d girl,d boy ran like hell n saved her. She asked 'hw cn u run so fast?' D boy replied \Boost is d secret of my energy\"" n instantly d girl shouted \""our energy\"" n Thy lived happily 2gthr drinking boost evrydy Moral of d story:- I hv free msgs:D;): gud ni8""   ",boy love gal propsd bt mind gv lv lttrs bt frnd throw thm d boy decide 2 aproach d gal   dt time truck speed d gal wn 2 hit d girld boy run like hell n save ask hw cn u run fast d boy reply boost d secret energy n instantly d girl shout energy n thy live happily 2gthr drinking boost evrydy moral d story hv free msgsd gud ni8
0,I wnt to buy a BMW car urgently..its vry urgent.but hv a shortage of  &lt;#&gt; Lacs.there is no source to arng dis amt. &lt;#&gt; lacs..thats my prob   ,wnt buy bmw car urgentlyit vry urgentbut hv shortage   ltgt lacsthere source arng dis amt ltgt lacsthat prob
0,Ding me on ya break fassyole! Blacko from londn   ,de ya break fassyole blacko londn
0,I REALLY NEED 2 KISS U I MISS U MY BABY FROM UR BABY 4EVA   ,need 2 kiss u miss u baby ur baby 4eva
0,"The sign of maturity is not when we start saying big things.. But actually it is, when we start understanding small things... *HAVE A NICE EVENING* BSLVYL   ",sign maturity start big thing actually start understand small thing nice evening bslvyl
0,Oh you got many responsibilities.   ,oh responsibility
1,You have 1 new message. Please call 08715205273   ,1 new message 08715205273
0,I've reached sch already...   ,ve reach sch
1,December only! Had your mobile 11mths+? You are entitled to update to the latest colour camera mobile for Free! Call The Mobile Update VCo FREE on 08002986906    ,december mobile 11mth entitle update late colour camera mobile free mobile update vco free 08002986906
0,U definitely need a module from e humanities dis sem izzit? U wan 2 take other modules 1st?   ,u definitely need module e humanity dis sem izzit u wan 2 module 1st
0,Argh why the fuck is nobody in town ;_;   ,argh fuck town
1,"Get 3 Lions England tone, reply lionm 4 mono or lionp 4 poly. 4 more go 2 www.ringtones.co.uk, the original n best. Tones 3GBP network operator rates apply.   ",3 lion england tone reply lionm 4 mono lionp 4 poly 4 2 wwwringtonescouk original n good tone 3gbp network operator rate apply
0,Thanks. Fills me with complete calm and reassurance!    ,thank fill complete calm reassurance
0,Aslamalaikkum....insha allah tohar beeen muht albi mufti mahfuuz...meaning same here....   ,aslamalaikkuminsha allah tohar beeen muht albi mufti mahfuuzmeane
0,Are you driving or training?   ,drive train
0,Lol for real. She told my dad I have cancer   ,lol real tell dad cancer
1,PRIVATE! Your 2003 Account Statement for 078   ,private 2003 account statement 078
0,"Oops I did have it,  &lt;#&gt; ?   ",oops   ltgt
0,"\NOT ENUFCREDEIT TOCALL.SHALL ILEAVE UNI AT 6 +GET A BUS TO YOR HOUSE?\""""   ",enufcredeit tocallshall ileave uni 6 bus yor house
0,"Hi Chikku, send some nice msgs   ",hi chikku send nice msgs
0,"He is impossible to argue with and he always treats me like his sub, like he never released me ... Which he did and I will remind him of that if necessary   ",impossible argue treat like sub like release   remind necessary
0,"After my work ah... Den 6 plus lor... U workin oso rite... Den go orchard lor, no other place to go liao...   ",work ah den 6 plus lor u workin oso rite den orchard lor place liao
0,"To the wonderful Okors, have a great month. We cherish you guys and wish you well each day. MojiBiola   ",wonderful okor great month cherish guy wish day mojibiola
0,Cuz ibored. And don wanna study   ,cuz ibored don wanna study
0,Wot about on wed nite I am 3 then but only til 9!   ,wot d nite 3 til 9
0,"Rose for red,red for blood,blood for heart,heart for u. But u for me.... Send tis to all ur friends.. Including me.. If u like me.. If u get back, 1-u r poor in relation! 2-u need some 1 to support 3-u r frnd 2 many 4-some1 luvs u 5+- some1 is praying god to marry u.:-) try it....   ",rise redred bloodblood heartheart u u send tis ur friend include u like u 1u r poor relation 2u need 1 support 3u r frnd 2 4some1 luvs u 5 some1 pray god marry u try
0,Any way where are you and what doing.   ,way
0,That sucks. I'll go over so u can do my hair. You'll do it free right?   ,suck ill u hair ll free right
0,it's still not working. And this time i also tried adding zeros. That was the savings. The checking is  &lt;#&gt;    ,work time try add zero saving checking   ltgt
0,"Hmm... Dunno leh, mayb a bag 4 goigng out dat is not too small. Or jus anything except perfume, smth dat i can keep.   ",hmm dunno leh mayb bag 4 goigng dat small ju perfume smth dat
0,Sday only joined.so training we started today:)   ,sday joinedso training start today
0,Sorry * was at the grocers.   ,sorry   grocer
0,There are some nice pubs near here or there is Frankie n Bennys near the warner cinema?   ,nice pub near frankie n benny near warner cinema
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins   ",ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10min
0,Yup... I havent been there before... You want to go for the yoga? I can call up to book    ,yup want yoga book
0,Oh shut it. Omg yesterday I had a dream that I had 2 kids both boys. I was so pissed. Not only about the kids but them being boys. I even told mark in my dream that he was changing diapers cause I'm not getting owed in the face.   ,oh shut omg yesterday dream 2 kid boy pissed kid boy tell mark dream change diaper cause m getting owe face
0,Yeah I imagine he would be really gentle. Unlike the other docs who treat their patients like turkeys.   ,yeah imagine gentle unlike doc treat patient like turkey
1,FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone   ,free 1st week no1 nokia tone 4 ur mobile week txt nokia 8077 txting tell ur mate wwwgetzedcouk pobox 36504 w45wq 16 norm150ptone
0,Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.   ,start stop pray good idea help guy ill forward link
0,Hi darlin im on helens fone im gonna b up the princes 2 nite please come up tb love Kate   ,hi darlin m helens fone m b prince 2 nite come tb love kate
0,I'm in office now da:)where are you?   ,m office dawhere
0,Aiyar u so poor thing... I give u my support k... Jia you! I'll think of u...   ,aiyar u poor thing u support k jia ill think u
0,Oh unintentionally not bad timing. Great. Fingers  the trains play along! Will give fifteen min warning.   ,oh unintentionally bad time great finger   train play min warning
1,Get your garden ready for summer with a FREE selection of summer bulbs and seeds worth å£33:50 only with The Scotsman this Saturday. To stop go2 notxt.co.uk   ,garden ready summer free selection summer bulb seed worth å3350 scotsman saturday stop go2 notxtcouk
0,K..then come wenever u lik to come and also tel vikky to come by getting free time..:-)   ,kthen come wenever u lik come tel vikky come free time
0,Pls call me da. What happen.   ,pls da happen
0,"Happy new year to u and ur family...may this new year bring happiness , stability and tranquility to ur vibrant colourful life:):)   ",happy new year u ur familymay new year bring happiness   stability tranquility ur vibrant colourful life
0,No problem with the renewal. I.ll do it right away but i dont know his details.   ,problem renewal ill right away know detail
0,Idk. I'm sitting here in a stop and shop parking lot right now bawling my eyes out because i feel like i'm a failure in everything. Nobody wants me and now i feel like i'm failing you.   ,idk m sit stop shop parking lot right bawl eye feel like m failure want feel like m fail
0,Haven't left yet so probably gonna be here til dinner   ,leave probably til dinner
0,"Like  &lt;#&gt; , same question   ",like   ltgt   question
0,MY NEW YEARS EVE WAS OK. I WENT TO A PARTY WITH MY BOYFRIEND. WHO IS THIS SI THEN HEY   ,new year eve ok party boyfriend si hey
0,"Sir, I need Velusamy sir's date of birth and company bank facilities details.   ",sir need velusamy sir date birth company bank facility detail
0,K k:) sms chat with me.   ,k k sms chat
0,I will come with karnan car. Please wait till 6pm will directly goto doctor.   ,come karnan car wait till 6 pm directly goto doctor
0,No but the bluray player can   ,bluray player
0,Ok... Then r we meeting later?   ,ok r meet later
0,Lol no. I just need to cash in my nitros. Hurry come on before I crash out!   ,lol need cash nitros hurry come crash
0,Just send a text. We'll skype later.   ,send text skype later
0,Ok leave no need to ask   ,ok leave need ask
1,"Congrats 2 mobile 3G Videophones R yours. call 09063458130 now! videochat wid ur mates, play java games, Dload polypH music, noline rentl. bx420. ip4. 5we. 150p   ",congrat 2 mobile 3 g videophone r 09063458130 videochat wid ur mate play java games dload polyph music noline rentl bx420 ip4 5we 150p
0,ÌÏ still got lessons?  ÌÏ in sch?   ,ìï lesson   ìï sch
0,Y she dun believe leh? I tot i told her it's true already. I thk she muz c us tog then she believe.   ,y dun believe leh tot tell true thk muz c tog believe
0,Oh did you charge camera   ,oh charge camera
0,"IÛ÷ve got some salt, you can rub it in my open wounds if you like!   ",iûve salt rub open wound like
0,Now i'm going for lunch.   ,m lunch
0,I'm in school now n i'll be in da lab doing some stuff give me a call when Ì_ r done.   ,m school n ill da lab stuff ì r
0,Oh k. . I will come tomorrow   ,oh k   come tomorrow
0,"Aight, text me tonight and we'll see what's up   ",aight text tonight s
0,U 2.   ,u 2
0,Water logging in desert. Geoenvironmental implications.   ,water log desert geoenvironmental implication
0,Raji..pls do me a favour. Pls convey my Birthday wishes to Nimya. Pls. Today is her birthday.   ,rajipls favour pls convey birthday wish nimya pls today birthday
0,Company is very good.environment is terrific and food is really nice:)   ,company goodenvironment terrific food nice
0,"Very strange.  and  are watching the 2nd one now but i'm in bed. Sweet dreams, miss u    ",strange     watch 2nd m bed sweet dream miss u
1,SMS AUCTION - A BRAND NEW Nokia 7250 is up 4 auction today! Auction is FREE 2 join & take part! Txt NOKIA to 86021 now!   ,sms auction   brand new nokia 7250 4 auction today auction free 2 join   txt nokia 86021
0,"Hi hope u r both ok, he said he would text and he hasn't, have u seen him, let me down gently please    ",hi hope u r ok text u let gently
0,"Babe! I fucking love you too !! You know? Fuck it was so good to hear your voice. I so need that. I crave it. I can't get enough. I adore you, Ahmad *kisses*   ",babe fucking love   know fuck good hear voice need crave adore ahmad kiss
0,K sure am in my relatives home. Sms me de. Pls:-)   ,k sure relative home sm de pls
0,I sent them. Do you like?   ,send like
0,"Fuuuuck I need to stop sleepin, sup   ",fuuuuck need stop sleepin sup
0,I'm in town now so i'll jus take mrt down later.   ,m town ill jus mrt later
0,I just cooked a rather nice salmon a la you   ,cook nice salmon la
0,I uploaded mine to Facebook   ,upload facebook
0,WHAT TIME U WRKIN?   ,time u wrkin
0,Okie   ,okie
1,ree entry in 2 a weekly comp for a chance to win an ipod. Txt POD to 80182 to get entry (std txt rate) T&C's apply 08452810073 for details 18+   ,ree entry 2 weekly comp chance win ipod txt pod 80182 entry std txt rate tcs apply 08452810073 detail 18
1,Our records indicate u maybe entitled to 5000 pounds in compensation for the Accident you had. To claim 4 free reply with CLAIM to this msg. 2 stop txt STOP   ,record indicate u maybe entitle 5000 pound compensation accident claim 4 free reply claim msg 2 stop txt stop
0,"Sorry, I'll call later   ",sorry ill later
0,Oh oh... Den muz change plan liao... Go back have to yan jiu again...   ,oh oh den muz change plan liao yan jiu
0,"It's wylie, you in tampa or sarasota?   ",wylie tampa sarasota
0,Ok... Take ur time n enjoy ur dinner...   ,ok ur time n enjoy ur dinner
0,Darren was saying dat if u meeting da ge den we dun meet 4 dinner. Cos later u leave xy will feel awkward. Den u meet him 4 lunch lor.   ,darren dat u meet da ge den dun meet 4 dinner cos later u leave xy feel awkward den u meet 4 lunch lor
1,"Spook up your mob with a Halloween collection of a logo & pic message plus a free eerie tone, txt CARD SPOOK to 8007 zed 08701417012150p per logo/pic    ",spook mob halloween collection logo   pic message plus free eerie tone txt card spook 8007 ze 08701417012150p logopic
0,I like cheap! But iÛ÷m happy to splash out on the wine if it makes you feel better..   ,like cheap iûm happy splash wine feel
0,She.s fine. I have had difficulties with her phone. It works with mine. Can you pls send her another friend request.   ,s fine difficulty phone work pls send friend request
0,Ugh my leg hurts. Musta overdid it on mon.   ,ugh leg hurt musta overdo mon
1,Call Germany for only 1 pence per minute! Call from a fixed line via access number 0844 861 85 85. No prepayment. Direct access! www.telediscount.co.uk   ,germany 1 penny minute fix line access number 0844 861 85 85 prepayment direct access wwwtelediscountcouk
1,"YOU VE WON! Your 4* Costa Del Sol Holiday or å£5000 await collection. Call 09050090044 Now toClaim. SAE, TC s, POBox334, Stockport, SK38xh, Costå£1.50/pm, Max10mins   ",ve win 4 costa del sol holiday å5000 await collection 09050090044 toclaim sae tc s pobox334 stockport sk38xh costå150pm max10min
0,WOT STUDENT DISCOUNT CAN U GET ON BOOKS?   ,wot student discount u book
0,Me fine..absolutly fine   ,fineabsolutly fine
0,How come she can get it? Should b quite diff to guess rite...   ,come b diff guess rite
1,Had your mobile 11mths ? Update for FREE to Oranges latest colour camera mobiles & unlimited weekend calls. Call Mobile Upd8 on freefone 08000839402 or 2StopTxt   ,mobile 11mth   update free orange late colour camera mobile   unlimited weekend mobile upd8 freefone 08000839402 2stoptxt
0,I will reach ur home in  &lt;#&gt;  minutes   ,reach ur home   ltgt   minute
0,"Babe, I'm answering you, can't you see me ? Maybe you'd better reboot YM ... I got the photo ... It's great !   ",babe m answer   maybe d reboot ym   photo   great
0,Hi.what you think about match?   ,hiwhat think match
0,"I know you are thinkin malaria. But relax, children cant handle malaria. She would have been worse and its gastroenteritis. If she takes enough to replace her loss her temp will reduce. And if you give her malaria meds now she will just vomit. Its a self limiting illness she has which means in a few days it will completely stop   ",know thinkin malaria relax child handle malaria bad gastroenteritis replace loss temp reduce malaria med vomit self limit illness mean day completely stop
0,Dai i downloaded but there is only exe file which i can only run that exe after installing.   ,dai download exe file run exe instal
0,It is only yesterday true true.   ,yesterday true true
0,K.k.how is your business now?   ,kkhow business
0,3 pa but not selected.   ,3 pa select
1,Natalja (25/F) is inviting you to be her friend. Reply YES-440 or NO-440 See her: www.SMS.ac/u/nat27081980 STOP? Send STOP FRND to 62468   ,natalja 25f invite friend reply yes440 no440 wwwsmsacunat27081980 stop send stop frnd 62468
0,I keep ten rs in my shelf:) buy two egg.   ,rs shelf buy egg
0,I am late. I will be there at   ,late
0,Well thats nice. Too bad i cant eat it   ,s nice bad eat
0,I accidentally brought em home in the box   ,accidentally bring em home box
0,Pls she needs to dat slowly or she will vomit more.   ,pls need dat slowly vomit
0,I have to take exam with in march 3   ,exam march 3
0,"Jane babes not goin 2 wrk, feel ill after lst nite. Foned in already cover 4 me chuck.:-)   ",jane babes goin 2 wrk feel ill lst nite fone cover 4 chuck
0,5 nights...We nt staying at port step liao...Too ex   ,5 nightswe stay port step liaotoo ex
0,If I die I want u to have all my stuffs.   ,die want u stuff
0,"\OH FUCK. JUSWOKE UP IN A BED ON A BOATIN THE DOCKS. SLEPT WID 25 YEAR OLD. SPINOUT! GIV U DA GOSSIP L8R. XXX\""""   ",oh fuck juswoke bed boatin dock sleep wid 25 year old spinout giv u da gossip l8r xxx
0,Smile in Pleasure Smile in Pain Smile when trouble pours like Rain Smile when sum1 Hurts U Smile becoz SOMEONE still Loves to see u Smiling!!   ,smile pleasure smile pain smile trouble pour like rain smile sum1 hurt u smile becoz love u smile
0,Prabha..i'm soryda..realy..frm heart i'm sory   ,prabhaim sorydarealyfrm heart m sory
0,I re-met alex nichols from middle school and it turns out he's dealing!   ,remet alex nichols middle school turn s deal
1,PRIVATE! Your 2003 Account Statement for <fone no> shows 800 un-redeemed S. I. M. points. Call 08715203656 Identifier Code: 42049 Expires 26/10/04   ,private 2003 account statement fone 800 unredeemed s m point 08715203656 identifier code 42049 expire 261004
0,It means u could not keep ur words.   ,mean u ur word
0,"Nope, I'm still in the market   ",nope m market
0,I realise you are a busy guy and i'm trying not to be a bother. I have to get some exams outta the way and then try the cars. Do have a gr8 day   ,realise busy guy m try bother exam outta way try car gr8 day
1,YOU ARE CHOSEN TO RECEIVE A å£350 AWARD! Pls call claim number 09066364311 to collect your award which you are selected to receive as a valued mobile customer.   ,choose receive å350 award pls claim number 09066364311 collect award select receive value mobile customer
0,Hey what how about your project. Started aha da.   ,hey project start aha da
0,Ok cool. See ya then.   ,ok cool ya
0,Am on the uworld site. Am i buying the qbank only or am i buying it with the self assessment also?   ,uworld site buy qbank buy self assessment
0,Your opinion about me? 1. Over 2. Jada 3. Kusruthi 4. Lovable 5. Silent 6. Spl character 7. Not matured 8. Stylish 9. Simple Pls reply..   ,opinion 1 2 jada 3 kusruthi 4 lovable 5 silent 6 spl character 7 mature 8 stylish 9 simple pls reply
1,Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch    ,someonone know try contact date service find mobile landline 09064015307 box334sk38ch
0,Yeah I can still give you a ride   ,yeah ride
0,"Jay wants to work out first, how's 4 sound?   ",jay want work s 4 sound
0,"Gud gud..k, chikku tke care.. sleep well gud nyt   ",gud gudk chikku tke care sleep gud nyt
0,Its a part of checking IQ   ,check iq
0,Hmm thinking lor...   ,hmm thinking lor
0,Of course ! Don't tease me ... You know I simply must see ! *grins* ... Do keep me posted my prey ... *loving smile* *devouring kiss*   ,course   tease   know simply   grin   post prey   love smile devouring kiss
0,thanks for the temales it was wonderful. Thank. Have a great week.   ,thank temale wonderful thank great week
0,Thank you princess! I want to see your nice juicy booty...   ,thank princess want nice juicy booty
